Job Code,Company Name,B.Tech Job Designation,B.Tech Gross Salary,B.Tech CTC,Raw_JD_Text_Summary,Job_Description
10309,Torus Digital Pvt. Ltd .,Senior Software Engineer - Flutter,2500000,2500000,"Job Details
About the Role:
We are looking for a talented Senior Software Engineer - Flutter with a strong background in
building cross-platform mobile applications. You will work closely with our frontend and
backend teams to deliver seamless, scalable, and high-performance applications.
Experience with Bloc, Clean Architecture, Provider, and Streams is essential. Knowledge of
working with graphs and fintech applications, as well as prior experience in product
companies, is a plus.
Key Responsi",
10308,Torus Digital Pvt. Ltd .,Software Engineer - Backend,2500000,2500000,"Job Details
About the Role:
We are looking for a Software Engineer - Backend with expertise in Golang, Python,
NodeJS, and NestJS. As a backend engineer, you will design and develop efficient APIs and
backend services that support our platform. Java and React knowledge would be an added
advantage.
Key Responsibilities:
• Develop and maintain backend services and APIs using Golang, Python, NodeJS,
and NestJS.
• Work with the frontend and DevOps teams to ensure smooth system integrations.
• Write ",
10307,Torus Digital Pvt. Ltd .,Software Engineer - Front end,2500000,2500000,"Job Details
About the Role:
We are seeking a talented Software Engineer - Frontend with a strong foundation in React,
TypeScript, and JavaScript. You will be a key contributor to building user interfaces that
deliver great experiences. A plus if you have experience with Python.
Key Responsibilities:
• Build and maintain responsive and user-friendly web applications using React,
TypeScript, and JavaScript.
• Work closely with the design and backend teams to create seamless and highperformance app",
10012,Upsurge Labs,AI Engineer,2000000,2000000,"Job Details
Key Responsibilities
Collaborate with the team to research and develop solutions in:
Large Language Models (LLMs) and Generative AI
Multi-modal Learning and Reinforcement Learning
Learn and contribute to optimizing AI models, including:
Transformer Architectures, Model Compression, and Quantization Techniques.
Assist in building and scaling ML systems using tools like PyTorch and Custom Training Pipelines.
Explore techniques like efficient fine-tuning and architecture search to impro",
10013,Upsurge Labs,Electronics Engineer,1800000,1800000,"Job Details
Key Responsibilities:
Design and develop printed circuit boards (PCBs) and electronics systems for robotics and hardware applications.
Work on end-to-end PCB development, from schematic design to layout, population, and testing.
Develop and integrate electronics components into larger hardware systems.
Troubleshoot and debug electronic systems and PCBs to identify and resolve issues.
Collaborate with hardware and robotics engineers to ensure seamless integration of electronic systems",
10014,Upsurge Labs,Mechanical Engineer - Robotics,1800000,1800000,"Job Details
Key Responsibilities:
- Design and develop mechanical systems and components for robotics applications.
- Collaborate with cross-functional teams for system integration.
- Conduct simulations and analyses to ensure performance and reliability.
- Participate in testing and validation of mechanical systems.
- Maintain detailed documentation, including CAD models and technical specifications.
- Troubleshoot mechanical issues and optimize performance.
- Stay updated with advancements in ",
10015,Upsurge Labs,Firmware Engineer,1800000,1800000,"Job Details
Key Responsibilities:
- Assist in the development and testing of firmware for biometric sensors to ensure high performance and reliability.
- Collaborate with hardware engineers to integrate and enhance sensor performance.
- Participate in the testing and validation of firmware to maintain product quality.
- Help identify and troubleshoot firmware issues to ensure smooth product functionality.
- Contribute to the documentation of firmware development processes and testing outcomes.
R",
10305,TIAA Global capabilities,Associate - Software Engineer,1800000,1886400,"Job Details
Job Overview:
We are seeking enthusiastic and talented fresh
graduates from Computer Science or related disciplines to join our dynamic
technology division. As a fresher, you will be trained and mentored to
contribute to our application development and data-driven strategies,
solutions, and innovations in the financial sector.
Required
Qualifications:
·
Recent graduate or related field.
·
Proficiency in any Object Oriented programming languages
(Preferred Java or any other Object ori",
10088,"BITS Pilani, Mumbai Campus",N/A,N/A,N/A,"Job Details
We seek applications from individuals with a strong academic background, who want to pursue teaching or a Doctoral Program in the future. Individuals who have recently completed their doctoral programs are also encouraged to apply. The Academic Associates will be trained in cutting-edge teaching methodologies, case writing, academic writing, etc. over the course of their employment and will have an opportunity to work with and learn from world-renowned faculty. You can learn more abo",
10054,Smart Joules,Associate - CEO Office,1178400,1494000,"Job Details
Job Title:
Associate – CEO Office
Location:
[New Delhi]
Company Overview:
About Smart Joules :
At Smart Joules, we are in the pursuit of creating a world powered by energy efficiency. We are poi to lead the industry from the front, challenging archaic norms, questioning paradigms and redefine the rules of the game. As the nation’s pioneering and most reputable cooling-as-service (CaaS) startup, our vision is to mitigate 29 million tons of CO2 emissions before 2030, thus catalyzing In",
10032,Zoomlion India Pvt Ltd,Management Trainee,1000000,1000000,"Job Details
Job Title
: Sales - Management Trainee
Location
: Mumbai - 2, Delhi - 2 , Bangalore - 2 , UAE - 10
Job Type
: Full-time
Key Responsibilities:
1. Learn and understand company
products, services, and sales strategies.
2. Assist in identifying and
developing new sales opportunities.
3. Build relationships with customers.
4. Conduct market research and
competitor analysis.
5. Participate in sales meetings
& product demonstrations.
6. Develop and maintain sales reports,
dashboards, and re",
